,raw_affiliation,DOI
71,universitat de vic,1
72,"university of girona, 17004, girona, spain",1
73,"wassercluster lunz - biologische station gmbh, lunz am see, austria",1
74,"àrea d’herpetologia, bibio, museu de granollers–ciències naturals, palaudàries 102, granollers, 08402 barcelona, spain",1
75,"ldar24—laboratoire départemental d'analyse et de recherche de la dordogne, 24660 coulounieix-chamiers, france",1
76,"beta tech center. (tecnio network), university of vic-central university of catalonia, carrer de la laura 13, 08500 vic, spain",1
77,"real jardín botánico-csic, plaza murillo 2, 28014, madrid, spain",1
78,"aigües de vic s.a., carrer de la riera, 08500 vic, spain",1
79,"animal demography and ecology unit, imedea (csic-uib), miquel marques 21, 07190, esporles, spain",1
80,"apatura s.l, prat de sant pere, 8, 2, besalú (girona), 17850, spain",1
81,"area d’herpetologia, bibio, museu de granollers–ciències naturals, palaudàries 102, 08402 catalunya, spain",1
82,"autonomous university of barcelona (uab), bellaterra (cerdanyola del vallès), 08193, barcelona, spain",1
83,"beta tech center (tecnio network), university of vic – central university of catalonia, carrer de la laura 13, 08500, vic, spain",1
84,"beta tech center (tecnio network), university of vic—central university of catalonia, catalonia, spain",1
85,"beta tech center, tecnio network, universitat de vic-universitat central de catalunya, c. de roda 70, 08500, vic, spain",1
86,"beta tech center, tecnio network, university of vic-central university of catalonia, c. de la laura 13, 08500, vic, spain",1
87,"beta tech center, tecnio network, university of vic-central university of catalonia, c.de la laura 13, 08500, vic, spain",1
88,"beta tech center, tecnio network, university of vic—central university of catalonia, c/de roda 70, 08500 vic, spain",1
89,"beta tech center, university of vic-central university of catalonia, ctra. de roda, 70, 08500 vic, spain",1
90,"beta tech center. (tecnio network), universitat de vic-universitat central de catalunya, c. de roda 70, 08500 vic, spain",1
91,área de biodiversidad y conservación universidad rey juan carlos móstoles spain,1
92,"instituto cavanilles de biodiversidad y biología evolutiva, university of valencia, spain,",1
93,instituto mediterráneo de estudios avanzados (uib‐csic). global change research group  esporles balearic islands spain,1
94,"department of biogeography and global change (bgc-mncn-csic), national museum of natural sciences, c/ serrano 115 bis, e-28006 madrid, spain",1
95,"laboratory of chemical and environmental engineering (lequia), institute of the environment, university of girona, 17003 girona, spain",1
96,"laboratory of materials-catalysis, chemistry department, faculty of science, tetouan, morocco",1
97,"laboratory of microbiology, faculty of sciences, university of burgos, burgos, spain",1
98,"matadero frigorífico del cardoner s.a. (mafrica), paratge can canals nou, s/n, 08250 sant joan de vilatorrada, spain",1
99,"mediterranean institute for advanced studies, imedea (csic-uib), esporles, spain",1
100,"mediterranean institute for advanced studies, imedea (csic-uib), global change research group, miquel marqués 21, 07190, esporles, illes balears, spain",1
101,"museu de ciències naturals de granollers (mcng), granollers, barcelona, spain",1
102,"museu de ciències naturals de granollers , c/ francesc macià 51, 08402 granollers , barcelona , spain",1
103,"museu de ciències naturals de granollers, francesc macià 51, 08402, granollers, catalonia, spain",1
104,"museu de ciències naturals de granollers, granollers, spain",1
105,"museu de ciències naturals de granollers, spain",1
106,"museu de ciéncies naturals de barcelona, barcelona, spain",1
107,"parasitology section, department of biology, healthcare and environment, faculty of pharmacy and food science, university of barcelona, 08028 barcelona, spain",1
108,"palombar – conservação da natureza e do património rural, antiga escola primária  vimioso portugal",1
109,"oficina tècnica de parcs naturals, diputació de barcelona, the montseny natural park and biosphere reserve, masia mariona, ctra 5119, km 2,5 (mosqueroles), fogars de montclús, 08479 barcelona, spain",1
110,"natural sciences museum of granollers, spain; universitat autònoma de barcelona, spain",1
111,"natural sciences museum of granollers, granollers, spain.",1
112,"natural sciences museum of granollers, granollers, catalonia, 08402 spain",1
113,"natural sciences museum of granollers, francesc macià, 51, s08402, granollers, barcelona, spain",1
114,"natural sciences museum of granollers, francesc macià 51, granollers, 08402, barcelona, spain",1
115,"nanobioelectronics and biosensors group, catalan institute of nanoscience and nanotechnology (icn2), csic, and the barcelona institute of science and technology, campus uab, bellaterra, 08193 barcelona, spain",1
116,"natural sciences museum of granollers, c/ francesc macià 51, 08402, granollers, barcelona, spain",1
117,"natural sciences museum of granollers, barcelona, spain",1
118,"natural sciences museum of granollers, av/francesc macià, 51 08402, granollers, catalonia, spain",1
119,"natural sciences museum of granollers, av/francesc macià 51 08402, granollers, catalonia, spain",1
120,natural sciences museum of granollers granollers catalonia 08402 spain,1
121,"natural sciences museum of granollers , francesc macià 51, 08401 granollers , spain",1
122,"natural sciences musem  of  granollers, spain",1
123,"national museum of natural sciences, bgc-mncn-csic, c/serrano 115 bis, e-28006 madrid, spain",1
124,"natural sciences museum of granollers, francesc macià 51, granollers (barcelona), es-08402, spain",1
125,"beta technological center, tecnio network, university of vic—central university of catalonia, c/de roda 70, 08500 vic, spain",1
126,"beta technological center, tecnio network, university of vic—central university of catalonia, vic, spain",1
127,"beta technological center, universitat de vic-universitat central de catalunya, futurlab-can baumann, vic, spain",1
128,"beta technological center, university of vic - central university of catalonia (uvic-ucc), vic, spain",1
129,"beta technological center, university of vic - central university of catalonia, carretera roda 70, 08500, vic, spain",1
130,"beta technological center, university of vic – central university of catalonia (uvic – ucc), vic, spain",1
131,"beta technological center, university of vic – central university of catalonia (uvic-ucc), vic, spain",1
132,"beta technological center, university of vic – central university of catalonia, ctra. de roda 70, 08500, vic, spain",1
133,"beta technological center, university of vic- central university of catalonia (uvic-ucc), vic, spain",1
134,"beta technological center, university of vic-central university of catalonia (uvic-ucc), 08500 vic, spain",1
135,"beta technological center, university of vic-university of central catalonia, edifici can baumann, crta. de roda 70, 08500 vic, spain",1
136,"beta technological center, university of vic–central university of catalonia (uvic–ucc), vic, barcelona, spain",1
137,"beta technological center, university of vic—central university of catalonia, ctra. de roda, 70, 08500 vic, spain",1
138,"beta technological centre (tecnio network), university of vic—central university of catalonia (uvic-ucc), carretera de roda 70, 08500 vic, spain",1
139,beta technological centre (uvic-ucc),1
140,"departamento de biodiversidad, ecología y evolución universidad complutense de madrid madrid spain",1
141,"bibio research group and small mammal research area, natural sciences museum of granollers, c/francesc macià 51, e-08402 granollers, spain",1
142,"bibio research group and mammal research area, natural sciences museum of granollers, c/ francesc macià 51, 08402 granollers, spain",1
143,"bibio research group small mammal area, natural sciences museum of granollers, francesc macià 51, 08402 granollers, spain",1
144,bibio research group natural sciences museum of granollers  granollers spain,1
145,bibio research group natural sciences museum of granollers  granollers catalonia spain,1
146,bibio research group natural sciences museum of granollers  av/francesc macià 51 granollers 08402 spain,1
147,bibio natural sciences museum of granollers  av. francesc macià 51 granollers catalonia 08402 spain,1
148,"beta technological centre (uvic-ucc) futurlab - can baumann ctra de roda 70, 08500, vic, barcelona, spain",1
149,"bibio (biodiversity and bioindicators research group), natural sciences museum of granollers, av. francesc macia, 51, 08402 granollers, catalonia, spain",1
150,"bat research area, natural sciences museum of granollers, francesc macià 51, 08402, granollers, spain",1
151,"bat research area, granollers museum of natural sciences, carrer palaudaries 102, 08402, granollers, spain",1
152,"basque centre for climate change‐bc3, edificio sede 1, 1°, parque científico upv‐ehu barrio sarriena s/n, 48940 leioa spain",1
153,"beta technology centre: “u science tech”, university of vic-central university of catalonia, 08500, vic, barcelona, spain",1
154,"beta technological centre- university of vic-central university of catalunya (beta-uvic-ucc) , carretera de roda 70, 08500 vic, barcelona , spain",1
155,"beta technological centre- university of vic- central university of catalunya (beta- uvic- ucc), carretera de roda 70, 08500, vic, barcelona, spain",1
156,"beta technological centre, university of vic-ucc, vic, barcelona 08500, spain",1
157,"bibio (biodiversity and bioindicators research group), natural sciences museum of granollers, granollers, spain",1
158,"agri-food engineering and biotechnology department, universitat politècnica de catalunya (upc barcelonatech), esteve terradas, barcelona, spain",1
159,"terrestrial ecology group, departamento de ecologa, universidad autónoma de madrid, madrid, spain",1
160,"research group in analysis and simulation of food processes (aspa), departament de tecnologia d'aliments, universitat politècnica de valència, camí de vera s/n, 46022, valència, spain",1
161,"research group in forest science and technology (re-forest), research institute of water and environmental engineering (iiama), universitat politècnica de valència, camí de vera s/n, 46022, valència, spain",1
162,"rui nabeiro’ biodiversity chair, med – mediterranean institute for agriculture, environment and development, universidade de évora, évora, portugal",1
163,"sanidad y biotecnología (sabio), instituto de investigación en recursos cinegéticos (irec, uclm‐csic‐jccm)  ciudad real spain",1
164,"school of biological sciences, university of reading, berkshire, uk",1
165,servicio regional de investigación y desarrollo agroalimentario (serida)  villaviciosa spain,1
166,"small mammal research area, natural sciences museum of granollers, c/francesc macià 51, e-08402 granollers, spain",1
167,"small mammal research area, natural sciences museum of granollers, francesc macià 51, 08402 granollers, spain",1
168,"social‐ecological systems laboratory, department of ecology universidad autónoma de madrid  madrid spain",1
169,"spanish council for scientific research (csic), boecillo, spain",1
170,"technological center in biodiversity, ecology and environmental and food technology, tecnio network, university of vic–central university of catalonia, 08500 vic, spain",1
171,"technological centre in biodiversity, ecology and environmental and food technology -beta-, universitat de vic-universitat central de catalunya (uvic-ucc), spain",1
172,"agencia de medio ambiente y agua, consejería de agricultura, ganadería, pesca y desarrollo sostenible (junta de andalucía)  seville spain",1
173,"beta technological center, tecnio network, university of vic-central university of catalonia, carrer de la laura 13, 08500, vic, spain",1
174,"beta technological center, tecnio network, university of vic-central university of catalonia, carrer de la laura 13, 08500 vic, spain",1
175,"beta technological center, tecnio network university of vic–central‐university of catalonia (uvic–ucc)  barcelona spain",1
176,"beta technological center, science and technology faculty, university of vic-central university of catalonia, 08500 vic, barcelona, spain",1
177,beta technological center university of vic—central university of catalonia vic spain,1
178,beta technological center university of vic–university of central catalonia  vic catalonia spain,1
179,"beta technological center tecnio network, university of vic–central‐university of catalonia (uvic–ucc)  barcelona spain",1
180,"beta technological center (tecnio network), university of vic-central university of catalonia (uvic-ucc), carretera de roda 70, 08500 vic, spain",1
181,"beta tech center. (tecnio network), university of vic-central university of catalonia, ctra. de roda 70, 08500, vic, spain",1
182,"beta technological center (tecnio network), university of vic - central university of catalonia (uvic-ucc), carretera de roda 70, 08500, vic, spain. electronic address: miguel.martinez@uvic.cat.",1
183,"beta technological center (tecnio network), university of vic - central university of catalonia (uvic-ucc), carretera de roda 70, 08500, vic, spain.",1
184,"beta tech. center (tecnio network). university of vic - central university of catalonia (uvic-ucc), carretera de roda 70, 08500, vic, spain",1
185,"beta tech. center (tecnio network), university of vic-central university of catalonia (uvic-ucc), carretera de roda 70, 08500, vic, spain",1
186,"beta tech. center (tecnio network), university of vic-central university of catalonia (uvic-ucc), carretera de roda 70, 08500 vic, spain",1
187,"beta tech centre, tecnio network, university of vic-central university of catalonia, carretera de roda, 70, 08500, vic, spain",1
188,"beta tech centre (tecnio network), university of vic-central university of catalonia, ctra. de roda 70, 08500, vic, spain",1
189,"beta tech center. tecnio network, university of vic-central university of catalonia, c/ de la laura, 13, 08500, vic, spain",1
190,"beta technological center (tecnio network), university of vic – central university of catalonia, carrer de la laura 13, 08500, vic, spain",1
191,"centre de recerca ecològica i aplicacions forestals (creaf-csic-uab), universitat autònoma de barcelona, cerdanyola de vallès, spain",1
192,"centre de recerca ecològica i aplicacions forestals, cerdanyola del vallès, catalonia, spain",1
193,"centre d’estudis avançats de blanes–ceab (csic), blanes, spain",1
194,"centre for ecological research and forestry applications, creaf, barcelona, spain",1
195,"centro de investigación e innovación agroalimentaria y agroambiental (ciagro-umh), universidad miguel hernández, alicante, spain",1
196,"centro de investigación en biodiversidad y cambio global (cibc-uam) universidad autónoma de madrid, madrid, spain",1
197,"chemical engineering department, university of alcalá (uah), ctra. madrid-barcelona km 33.600, 28871 alcalá de henares, spain",1
198,"chemistry department, university of girona. campus montilivi, 17005, girona, spain",1
199,"composting research group (gicom) dept. of chemical, biological and environmental engineering, universitat autònoma de barcelona, 08193, bellaterra, barcelona, spain",1
200,"composting research group (gicom), dept. of chemical, biological and environmental engineering, universitat autònoma de barcelona, 08193 bellaterra, barcelona, spain",1
201,"composting research group ubucomp, faculty of sciences, university of burgos, 09001 burgos, spain",1
202,"composting research group ubucomp, faculty of sciences, university of burgos, burgos, spain",1
203,"composting research group ubucomp, universidad de burgos, faculty of sciences, burgos, spain",1
204,"composting research group, faculty of sciences, university of burgos, burgos, spain",1
205,"conselleria de agricultura, desarrollo rural, emergencia climática y transición ecológica dirección general del medio natural, servicio de vida silvestre  valencia spain",1
206,"bibio research group, natural sciences museum of granollers, av. francesc macià 51, 08402 granollers, catalonia, spain",1
207,"department de producció vegetal, universitat politècnica de valència, camí de vera s/n, 46022, valència, spain",1
208,"departamento de ingeniería eléctrica, electrónica automática y física aplicada, etsidi, universidad politécnica de madrid  madrid spain",1
209,"departamento de biologa-ivagro, universidad de cádiz, campus ro san pedro, puerto real, spain",1
210,"terrestrial ecology group (teg-uam), departamento de ecología, facultad de ciencias, universidad autónoma de madrid, carretera de colmenar, km 15, c/darwin, 2, 28049, madrid, spain",1
211,"departamento de biodiversidad y biología evolutiva museo nacional de ciencias naturales, csic madrid spain",1
212,"departament of biology, unit of zoology, faculty of sciences, universidad autónoma de madrid, madrid, spain",1
213,"departament de ciències ambientals, university of girona, 17003 girona, spain",1
214,"consorci per a la recuperació de la fauna de les illes balears (cofib), servei de protecció d′espècies. conselleria agricultura, pesca i medi natural. govern de les illes balears, carretera palma- sineu, km 15,400, 07142, santa eugènia, balearic islands, spain",1
215,"departament de biologia evolutiva, ecologia i ciències ambientals, facultat de biologia universitat de barcelona barcelona spain",1
216,"departament de biologia evolutiva ecologia i ciències ambientals (fehm‐lab), institut de recerca de l'aigua, universitat de barcelona  barcelona spain",1
217,"departament d'economia y ciències socials, universitat politècnica de valència, camí de vera s/n, 46022, valència, spain",1
218,"departament d'acció climàtica, alimentació agenda rural generalitat de catalunya  barcelona spain",1
219,"departament beeca, secció ecologia, universitat de barcelona, avinguda diagonal, 643, 08028, barcelona, spain",1
220,"depart. of biology, university of granada, spain",1
221,"depart. of biology, institute of marine science (inmar), university of cadiz, spain",1
222,"depart. of biodiversity and environmental management, university of león, spain",1
223,"departament de ciències ambientals, universitat de girona, girona, spain",1
224,"cibio-inbio, research centre in biodiversity and genetic resources, university of porto , campus de vairão, 4485-661 vairão , portugal",1
225,"cibio-inbio, research centre in biodiversity and genetic resources, university of porto , campus de vairão, 4485-661 vairão ,",1
226,"ciber de epidemiología y salud pública, ciberesp , 28220 madrid , spain",1
227,"cerm, center for the study of mediterranean rivers, university of vic-central university of catalonia (uvic-ucc), manlleu, spain",1
228,"cerm, center for the study of mediterranean rivers, university of vic-central university of catalonia (uvic-ucc), 08560 manlleu, spain",1
229,"biodiversity and bioindicators research group (bibio), natural sciences museum of granollers, 08402, granollers, catalonia, spain",1
230,"biodiversity research institute (csic - oviedo university - principality of asturias), oviedo university, mieres, spain",1
231,centre de ciència i tecnologia forestal de catalunya,1
232,"bibio, natural sciences museum of granollers, av/francesc macià 51, 08402, granollers, spain",1
233,"bibio, natural sciences museum of granollers , francesc macià 51, 08402 granollers ,",1
234,"bibio, biodiversity and bioindicators research group natural sciences museum of granollers  av. francesc macià 51, granollers catalonia 08402 spain",1
235,"bibio research group, natural sciences museum of granollers, c/francesc macià 51, e-08402 granollers, spain",1
236,"bibio research group, natural sciences museum of granollers, c/francesc macià 51, 08402 granollers, spain",1
237,"bibio research group, natural sciences museum of granollers, granollers 08402, spain",1
238,"bibio research group, natural sciences museum of granollers, francesc macià 51, 08402 granollers, spain",1
239,"bibio research group, natural sciences museum of granollers, c/ francesc macià 51, e-08402 granollers, spain",1
240,"bibio research group, natural sciences museum of granollers, c/ francesc macià 51, 08402, granollers, barcelona, spain",1
241,"center for the study of mediterranean rivers, university of vic–central university of catalonia, 08500 manlleu, spain",1
242,"cavanilles institute of biodiversity and evolutionary biology, university of valencia, valencia, spain",1
243,"catalan ornithological institute, girona 168, 08037, barcelona, spain",1
244,"catalan institute for water research (icra), emili grahit 101, 17003 girona, spain",1
245,"catalan institute water research (icra-cerca), emili grahit 101, 17003, girona, spain",1
246,"ct beta, universitat de vic – universitat central de catalunya, carrer de la laura 13, 08500 vic, spain",1
247,"csic, global ecology creaf‐csic‐uab cerdanyola del vallès spain",1
248,"creac, centre de recerca i educació ambiental de calafell, grenp/aj, calafell, 43882 tarragona, spain",1
249,"csic creaf, cerdanyola del vallès, catalonia, 08193, spain",1
250,"creaf, universitat autònoma de barcelona, cerdanyola del valles, 08193, catalonia, spain",1
251,"creaf, e08193, bellaterra, cerdanyola del vallès, catalonia, spain",1
252,"creaf, bellaterra, 08193, spain",1
253,"creaf, barcelona, spain",1
254,creaf universitat autònoma de barcelona cerdanyola del valles catalonia 08193 spain,1
255,creaf cerdanyola del vallés spain,1
256,"creaf (centre for ecological research and forestry applications), bellaterra, spain",1
257,csic cerdanyola del vallés spain,1
